date,Gold,Silver,Dow,Nas,S&P,CNY,EUR,JPY,USD,Silver($)
20151116,41188.99,535.9559535,17483.01,4984.62,2053.19,183.15,1258.46,954.72,1172.3,14.22
20151117,40674.14,534.1625541,17489.5,4986.02,2050.44,183.19,1248.36,950.78,1172.5,14.17
20151118,40370.01,530.0908258,17737.16,5075.2,2083.58,182.49,1249.69,949.79,1171,14.08
20151119,40268.11,532.9098011,17732.75,5073.64,2081.24,181.53,1242.69,944.73,1164,14.24
20151120,40204.29,524.6424036,17823.81,5104.92,2089.17,180.32,1234.56,941.32,1156.5,14.11
20151123,39996.57,523.3938303,17792.68,5102.48,2086.59,180.32,1233.36,941.92,1159.5,14.04
20151124,39904.6,525.6432877,17812.19,5102.81,2089.14,179.54,1229.6,941.95,1153.8,14.17
20151125,39568.1,521.1786455,17813.39,5116.14,2088.87,178.18,1219.85,934.72,1144,14.17
20151126,39588.44,526.2713199,17813.39,5116.14,2088.87,178.78,1219.96,938.21,1149.5,14.24
20151127,39693.74,520.6989567,17798.49,5127.52,2090.11,179.2,1227.67,944.52,1156,14.01
20151130,39365.71,523.0890414,17719.92,5108.67,2080.41,180.07,1224.7,941.69,1158,14.05
20151201,39834.09,523.0890414,17888.35,5156.31,2102.63,179.67,1228.06,942.08,1158,14.05
20151202,39953.89,522.9549729,17729.68,5123.22,2079.51,180.71,1235.64,944.86,1163.5,13.98
20151203,39335.76,526.0252062,17477.67,5037.53,2049.62,180.7,1231.92,942.99,1164.5,14.05
20151204,39558.99,541.6146093,17847.63,5142.27,2091.69,180.16,1264.33,945.44,1161,14.51
20151207,40716.03,537.3697494,17730.51,5101.81,2077.07,180.55,1264.13,946.44,1168,14.31
20151208,40647.3,533.4118347,17568,5098.24,2063.59,181.55,1279.82,957.16,1177.5,14.09
20151209,40903.18,538.110502,17492.3,5022.86,2047.62,181.92,1290.03,962.62,1182,14.16
20151210,40760.42,534.9973476,17574.75,5045.17,2052.23,181,1296.38,969.78,1181,14.09
20151211,40616.48,526.4870513,17265.21,4933.47,2012.37,180.75,1295.16,969.08,1181.5,13.86
20151214,40673.91,521.0276978,17368.5,4952.23,2021.94,181.08,1298.72,978.05,1185.5,13.67
20151215,40369.49,521.7078464,17524.91,4995.36,2043.41,180.64,1301.93,976.36,1181,13.74
20151216,40392.03,538.1047149,17749.09,5071.13,2073.07,180.15,1287.99,965.7,1177,14.22
20151217,40504.09,519.2097352,17495.84,5002.55,2041.89,180.17,1282.61,964.54,1180.5,13.68
20151218,40141.12,535.9756941,17128.55,4923.08,2005.55,180.44,1281.8,977.06,1184,14.08
20151221,40630.67,541.3619046,17251.62,4968.92,2021.15,179.72,1278.65,969.61,1177.5,14.3
20151222,40639.8,538.3734949,17417.27,5001.11,2038.97,179.17,1278.26,967.13,1171,14.3
20151223,40495.6,540.1456428,17602.61,5045.93,2064.29,179.87,1284.39,972.31,1176.5,14.28
20151224,40379.04,540.7778867,17552.17,5048.49,2060.99,179.02,1282.17,972.58,1170.5,14.37
20151228,40242.5,519.954989,17528.27,5040.98,2056.5,178.02,1279.1,966.99,1166,13.87
20151229,40308.06,522.9482213,17720.98,5107.94,2078.36,177.71,1283.25,970.68,1168.5,13.92
20151230,40338.71,520.8137348,17603.87,5065.85,2063.36,178.1,1283.14,974.09,1173,13.81
20151231,40168.4,521.6760172,17425.03,5007.41,2043.94,179.11,1286.18,978.07,1177.5,13.78
20160104,41020.62,528.522192,17148.94,4903.09,2012.66,179.6,1299.65,999.41,1189.5,13.82
20160105,41194.65,533.493819,17158.66,4891.43,2016.71,179,1283.71,997.48,1189.5,13.95
20160106,41793.96,538.5889048,16906.51,4835.77,1990.26,178.65,1287.96,1012.15,1200,13.96
20160107,42274.68,553.3418426,16514.1,4689.43,1943.09,179.51,1295.38,1020.58,1200.2,14.34
20160108,42409.68,536.4362532,16346.45,4643.63,1922.03,179.41,1303.86,1012.75,1199.5,13.91
20160111,42693.88,537.6272767,16398.57,4637.99,1923.67,182.33,1311.83,1023.67,1206.5,13.86
20160112,42738.44,535.6230006,16516.22,4685.92,1938.68,184.07,1319.44,1032.27,1212.5,13.74
20160113,41891.13,547.3519057,16151.41,4526.06,1890.28,183.15,1303.21,1017.75,1204,14.14
20160114,42621.48,536.285627,16379.05,4615,1921.84,183.59,1325.08,1031.44,1214,13.74
20160115,42355.68,542.1962159,15988.08,4488.42,1880.33,183.61,1323.26,1033.87,1215,13.88
20160118,42391.54,549.2034658,15988.08,4488.42,1880.33,183.66,1319.32,1032.91,1211.5,14.1
20160119,42396.17,547.3247384,16016.02,4476.95,1881.33,182.84,1311.71,1024.28,1206.5,14.11
20160120,42840.26,553.4256595,15766.74,4471.69,1859.33,184.29,1333.53,1048.07,1216.5,14.15
20160121,42942.61,549.3298182,15882.68,4472.06,1868.99,183.47,1322.35,1038.33,1213.5,14.08
20160122,42235.61,541.223978,16093.51,4591.18,1906.9,181.5,1299.36,1013.95,1199,14.04
20160125,42465.63,548.2469819,15885.22,4518.49,1877.08,181.12,1297.01,1012.34,1197.5,14.24
20160126,43144.47,563.3031652,16167.23,4567.67,1903.63,182.27,1307.43,1020.67,1205,14.54
20160127,43217.65,558.5004903,15944.46,4468.17,1882.95,181.97,1306.7,1017.51,1203,14.44
20160128,43443.31,551.3630299,16069.64,4506.68,1893.36,182.41,1314.06,1015.15,1206,14.22
20160129,43077.18,551.0645104,16466.3,4613.95,1940.24,182.06,1312.42,997.6,1204.5,14.23
20160201,43377.42,554.0156253,16449.18,4620.37,1939.38,181.97,1305.31,991.67,1202.5,14.33
20160202,43763.5,555.0667931,16153.54,4516.95,1903.03,182.64,1319.14,1001.91,1209,14.28
20160203,44092.28,575.9557606,16336.66,4504.24,1912.53,183.34,1327.87,1014.25,1217,14.72
20160204,44145.5,571.8243928,16416.58,4509.56,1915.45,181.2,1334.41,1018.18,1198.5,14.84
20160205,44507.96,568.2672368,16204.97,4363.14,1880.05,182.05,1339.64,1024.29,1197.5,14.76
20160208,44507.96,593.6775604,16027.05,4283.75,1853.44,182.05,1339.64,1024.29,1197.5,15.42
20160209,44507.96,594.4475702,16014.38,4268.76,1852.21,182.05,1339.64,1024.29,1197.5,15.44
20160210,44507.96,588.2874918,15914.74,4283.59,1851.86,182.05,1339.64,1024.29,1197.5,15.28
20160211,47058.03,610.4610414,15660.18,4266.84,1829.08,184.12,1360.15,1077.9,1202.5,15.79
20160212,48180.71,613.2531709,15973.84,4337.51,1864.78,184.87,1361.54,1072.82,1208,15.79
20160215,47020.55,597.5768,15973.84,4337.51,1864.78,186.02,1352.31,1061.2,1208.5,15.38
20160216,47062.12,598.8377514,16196.41,4435.95,1895.58,186.49,1356.67,1062.06,1215,15.33
20160217,47530.89,606.3301558,16453.83,4534.06,1926.82,187.96,1369.58,1077.73,1227,15.37
20160218,47695.26,609.9373061,16413.43,4487.54,1917.83,188.5,1368.93,1081.83,1229.5,15.43
20160219,48538.28,609.2950954,16391.99,4504.43,1917.78,188.96,1369.37,1090.47,1233,15.37
20160222,47940.84,601.0310737,16620.66,4570.61,1945.5,188.74,1365.49,1091.47,1231.5,15.18
20160223,48201.97,603.5004099,16431.78,4503.58,1921.27,188.62,1359.82,1098.58,1232.5,15.23
20160224,48641.28,606.861125,16484.99,4542.61,1929.8,188.87,1357.58,1100.86,1234.5,15.29
20160225,49420.47,604.8695484,16697.29,4582.2,1951.7,189.78,1367.95,1107.24,1241,15.16
20160226,48940.67,583.991673,16639.97,4590.47,1948.05,189.09,1362.99,1096.09,1236.5,14.69
20160229,49056.04,592.3400903,16516.5,4557.95,1932.23,188.82,1350.75,1095.7,1236.5,14.9
20160301,49056.04,585.5818477,16865.08,4689.6,1978.35,188.82,1350.75,1095.7,1236.5,14.73
20160302,48529.33,592.2163101,16899.32,4703.42,1986.45,187.36,1333.73,1073.15,1228,15
20160303,48540.14,591.268346,16943.9,4707.42,1993.4,185.7,1320.88,1067.45,1215.5,15.13
20160304,49393.19,608.4768595,17006.77,4717.02,1999.99,185.22,1319.98,1061.1,1207,15.68
20160307,49136.18,605.1441156,17073.95,4708.25,2001.76,184.88,1319.23,1061.58,1205,15.62
20160308,49592.16,597.5768,16964.1,4648.82,1979.26,185.67,1331.53,1070.23,1208.5,15.38
20160309,49104.47,600.0096452,17000.36,4674.38,1989.26,186.39,1333.22,1079.62,1215,15.36
20160310,48288.91,600.4324272,16995.13,4662.16,1989.57,184.32,1317.14,1058.71,1201,15.55
20160311,48505.3,599.2360988,17213.31,4748.47,2022.19,183.78,1326.06,1049.95,1194,15.61
20160314,48005.65,592.5378173,17229.13,4750.28,2019.64,182.97,1320.26,1045.43,1187.5,15.52
20160315,47299.85,583.8378318,17251.53,4728.67,2015.93,182.99,1322.21,1052.63,1190,15.26
20160316,47280.01,583.5875062,17325.76,4763.97,2027.22,183.01,1322.88,1050.16,1193.4,15.21
20160317,47609.98,602.6138537,17481.49,4774.98,2040.59,180.42,1320.35,1047.54,1170,16.02
20160318,46926.63,590.9021493,17602.3,4795.65,2049.58,179.59,1309.44,1044.66,1162.5,15.81
20160321,46389.59,590.7502371,17623.87,4808.87,2051.6,178.96,1304.54,1041.39,1160,15.84
20160322,46734.73,591.7314772,17582.57,4821.66,2049.8,178.46,1298.43,1038.81,1159,15.88
20160323,46137.67,569.855161,17502.59,4768.86,2036.71,178.65,1300.18,1032.9,1161.5,15.26
20160324,45679.43,569.9271786,17515.73,4773.51,2035.94,179.02,1304.12,1034.12,1167,15.19
20160325,45754.96,571.392287,17515.73,4773.51,2035.94,179.33,1306.42,1035.4,1170,15.19
20160328,45598.25,569.4388091,17535.39,4766.79,2037.05,178.79,1302.19,1027.67,1166,15.19
20160329,45639.7,571.0682078,17633.11,4846.62,2055.01,178.89,1303.26,1024.98,1165.5,15.24
20160330,45709.9,560.8973267,17716.66,4869.29,2063.95,176.99,1298.98,1022.46,1147,15.21
20160331,45247.63,566.8857203,17685.09,4869.85,2059.74,176.24,1295.04,1015.67,1140.5,15.46
20160401,45715.53,557.0459916,17792.75,4914.54,2072.78,178,1313.28,1024.82,1152,15.04
20160404,45027.47,552.3815648,17737,4891.8,2066.13,177.57,1307.67,1030.74,1150,14.94
20160405,45986.69,563.5250052,17603.32,4843.93,2045.17,179,1318.92,1050.06,1160,15.11
20160406,45789.38,561.2873149,17716.05,4920.72,2066.66,178.67,1316.02,1051.01,1160,15.05
20160407,45831.67,562.4653174,17541.96,4848.37,2041.91,177.96,1313.37,1064.08,1154,15.16
20160408,45794.64,570.3805038,17576.96,4850.69,2047.6,177.81,1313.49,1059.33,1153.5,15.38
20160411,46028.63,588.9237546,17556.41,4833.4,2041.99,176.97,1306.55,1060.56,1147,15.97
20160412,46405.02,596.3177777,17721.25,4872.09,2061.72,176.62,1308.51,1056.94,1143.5,16.22
20160413,46405.02,599.9942129,17908.28,4947.42,2082.42,176.62,1308.51,1056.94,1143.5,16.32
20160414,46111.73,600.1982092,17926.43,4945.89,2082.78,177.66,1301.01,1058.2,1154.5,16.17
20160415,45426.28,601.9862716,17897.46,4938.22,2080.73,176.92,1293.11,1049.74,1148,16.31
20160418,45650.67,599.7717299,18004.16,4960.02,2094.34,176.9,1297.47,1058.85,1148,16.25
20160419,45318.62,618.4350636,18053.6,4940.33,2100.8,174.98,1283.92,1038.48,1133.5,16.97
20160420,45493.25,623.7151767,18096.27,4948.13,2102.4,174.9,1287.09,1039.18,1132.5,17.13
20160421,45925.07,623.6323886,17982.52,4945.89,2091.48,175.11,1281.64,1034.64,1135,17.09
20160422,45778.29,621.3175366,18003.75,4906.23,2091.58,176.04,1289.64,1036.06,1143.5,16.9
20160425,45565.61,627.453502,17977.24,4895.79,2087.79,176.38,1292.3,1032.37,1148,17
20160426,45660.52,632.3386436,17990.32,4888.28,2091.7,176.66,1298.02,1036.61,1149.5,17.11
20160427,46070.01,638.7130066,18041.55,4863.14,2095.15,176.72,1299.98,1033.74,1149,17.29
20160428,46087.93,642.393139,17830.76,4805.29,2075.81,175.5,1292.99,1053.29,1138.5,17.55
20160429,46827.53,652.3219252,17773.64,4775.36,2065.3,175.7,1298.23,1065.49,1140.5,17.79
20160502,47433.05,646.4195348,17891.16,4817.59,2081.43,175.56,1307,1069.72,1138.5,17.66
20160503,47586.89,640.4196955,17750.91,4763.22,2063.37,175.84,1322.18,1079.12,1140.2,17.47
20160504,47715.39,641.9547639,17651.26,4725.64,2051.12,177.5,1327.67,1081.22,1155.5,17.28
20160505,47715.39,642.6977671,17660.71,4717.09,2050.63,177.5,1327.67,1081.22,1155.5,17.3
20160506,47715.39,650.4993007,17740.63,4736.15,2057.14,177.5,1327.67,1081.22,1155.5,17.51
20160509,48091.59,641.5622036,17705.91,4750.21,2058.69,179.28,1331.61,1083.91,1169,17.07
20160510,47698.17,642.6598293,17928.35,4809.88,2084.39,178.99,1333.53,1073.82,1171,17.07
20160511,47886.05,650.7627759,17711.12,4760.69,2064.46,178.96,1332.16,1076.36,1170,17.3
20160512,47718.29,641.2149758,17720.5,4737.33,2064.11,178.4,1331.08,1071.72,1167,17.09
20160513,48098.18,644.4408186,17535.32,4717.68,2046.61,178.99,1330,1077.84,1171.5,17.11
20160516,48535.84,648.877136,17710.71,4775.46,2066.66,179.75,1333.05,1082.46,1177.5,17.14
20160517,48019.06,651.1763949,17529.98,4715.73,2047.21,179.71,1331.37,1072.24,1175.5,17.23
20160518,48445.1,651.9729291,17526.62,4739.12,2047.63,180.64,1334.1,1082.33,1184.5,17.12
20160519,48102.92,631.3090167,17435.4,4712.53,2040.04,181.6,1337.58,1082.39,1191.5,16.48
20160520,48142.08,632.8413201,17500.94,4769.56,2052.32,181.64,1337.22,1080.24,1191.5,16.52
20160523,47626.1,624.9343321,17492.93,4765.78,2048.04,180.52,1327.94,1080.95,1184.5,16.41
20160524,47691.13,622.6373238,17706.05,4861.06,2076.06,181.72,1332.98,1088.84,1192.5,16.24
20160525,46533.42,618.0574533,17851.51,4894.89,2090.54,180.25,1318.34,1073.11,1183,16.25
20160526,46676.8,621.2178694,17828.29,4901.77,2090.1,180.2,1321.56,1075.2,1182.5,16.34
20160527,46350.87,616.4901056,17873.22,4933.51,2099.06,179.74,1319.59,1075.56,1180,16.25
20160530,46150.37,622.4982719,17873.22,4933.51,2099.06,180.85,1326.62,1071.49,1191.5,16.25
20160531,46388.62,611.5154243,17787.2,4948.06,2096.96,180.71,1325.34,1072.88,1191,15.97
20160601,46653.68,609.9852107,17789.67,4952.25,2099.33,180.98,1330.71,1085.57,1192.5,15.91
20160602,46440.28,610.8637292,17838.56,4971.36,2105.26,180.42,1331.31,1089.25,1187.5,16
20160603,46227.08,623.4378768,17807.06,4942.52,2099.13,180,1322.63,1089.47,1186,16.35
20160606,46227.08,626.4883373,17920.33,4968.71,2109.41,180,1322.63,1089.47,1186,16.43
20160607,46298.85,609.0462488,17938.28,4961.75,2112.13,176.02,1315.63,1073.42,1156.5,16.38
20160608,46606.51,628.8014211,18005.05,4974.64,2119.12,175.41,1313.04,1077.51,1152.5,16.97
20160609,46911.39,643.058659,17985.19,4958.62,2115.48,176.17,1313.02,1087.66,1159.5,17.25
20160610,47511.3,649.2877007,17865.34,4894.55,2096.07,176.88,1317.87,1091.5,1166,17.32
20160613,48452.15,657.8944492,17732.48,4848.44,2079.06,177.91,1323.22,1108.44,1174,17.43
20160614,48549.92,659.9382706,17674.82,4843.55,2075.32,178.59,1324.55,1112.95,1179,17.41
20160615,48416.18,659.5968299,17640.17,4834.93,2071.5,177.8,1316.81,1105.09,1173,17.49
20160616,49362,666.1957657,17733.1,4844.91,2077.99,178.44,1315.47,1130.84,1178,17.59
20160617,48487.38,656.7621007,17675.16,4800.34,2071.22,177.81,1320.16,1125.33,1174,17.4
20160620,48089.35,652.0970309,17804.87,4837.21,2083.25,175.83,1313.9,1108.83,1159,17.5
20160621,47567.42,641.9562107,17829.73,4843.76,2088.9,174.96,1302.13,1104.14,1153.5,17.31
20160622,47073.87,640.7510409,17780.83,4833.32,2085.45,175.05,1302.39,1101.6,1152,17.3
20160623,47012.75,639.4233768,18011.07,4910.04,2113.32,174.08,1306.72,1083.2,1146.3,17.35
20160624,49536.53,670.9106692,17400.75,4707.98,2037.41,176.67,1294.93,1146.68,1173,17.79
20160627,50311.61,675.0137444,17140.24,4594.44,2000.54,177.18,1299.84,1165.15,1183.5,17.74
20160628,49506.35,670.2152491,17409.72,4691.87,2036.09,175.03,1293,1141.34,1168.5,17.84
20160629,49183.67,683.5526548,17694.68,4779.24,2070.77,173.9,1283.35,1127.67,1158,18.36
20160630,48981.7,687.56185,17929.99,4842.67,2098.86,172.63,1278.3,1120.63,1151,18.58
20160701,49227.64,721.202437,17949.37,4862.57,2102.95,172.17,1279.73,1118.64,1148,19.54
20160704,49909.77,721.1396145,17949.37,4862.57,2102.95,171.93,1278.99,1118.65,1147.9,19.54
20160705,50073.77,739.1319305,17840.62,4822.9,2088.55,172.95,1291.5,1138.56,1157,19.87
20160706,51301.11,754.4565724,17918.62,4859.16,2099.73,173.81,1288.84,1155.45,1164,20.16
20160707,50759.44,735.573167,17895.88,4876.81,2097.9,172.55,1280.93,1142.36,1155.5,19.8
20160708,50543.64,746.1996238,18146.74,4956.76,2129.9,172.66,1280.16,1151.42,1157,20.06
20160711,50151.9,748.2980372,18226.93,4988.64,2137.16,171.41,1269.31,1121.71,1148.8,20.26
20160712,50027.08,742.9787644,18347.67,5022.82,2152.14,171.4,1272.79,1104.54,1148,20.13
20160713,49492.48,750.8545662,18372.12,5005.73,2152.43,171.26,1270.55,1095.82,1146.5,20.37
20160714,48482.78,740.690919,18506.41,5034.06,2163.75,169.75,1262.21,1073.17,1136,20.28
20160715,48632.72,734.2003312,18516.55,5029.59,2161.74,169.53,1261.78,1070.7,1135,20.12
20160718,48561.95,733.4072371,18533.05,5055.78,2166.89,169.54,1258.05,1077.88,1138.3,20.04
20160719,48856.84,733.9093671,18559.01,5036.37,2163.78,170.34,1258.75,1073.32,1142.5,19.98
20160720,48714.87,718.9017313,18595.03,5089.93,2173.02,170.89,1255.86,1071.55,1142,19.58
20160721,48302.03,724.6551031,18517.23,5073.9,2165.17,170.67,1258.52,1073.38,1139.5,19.78
20160722,48457.18,719.3106885,18570.85,5100.16,2175.03,170.38,1253.17,1072.78,1138,19.66
20160725,48150.09,717.7965502,18493.06,5097.63,2168.48,170.2,1250.53,1073.09,1138.5,19.61
20160726,48397.55,719.3106885,18473.75,5110.05,2169.18,170.43,1250.38,1090.46,1138,19.66
20160727,48192.32,728.0408957,18472.17,5139.81,2166.58,169.94,1248.23,1074.08,1134.5,19.96
20160728,48592.25,731.122864,18456.35,5154.98,2170.06,169.25,1251.06,1077.42,1128,20.16
20160729,48121.92,728.7269921,18432.24,5162.13,2173.6,167.86,1244.84,1085.76,1116,20.31
20160801,48013.03,728.8465928,18404.51,5184.2,2170.84,166.73,1237.3,1082.77,1108,20.46
20160802,48508.55,735.9951452,18313.77,5137.73,2157.03,166.85,1240.12,1092.21,1107.5,20.67
20160803,49011.2,734.7057405,18355,5159.74,2163.79,168.48,1251.27,1105.67,1118,20.44
20160804,48417.78,731.5275773,18352.05,5166.25,2164.25,167.68,1240.16,1100.44,1114.8,20.41
20160805,48617.33,707.9934413,18543.53,5221.12,2182.87,167.03,1233.76,1095.44,1113.3,19.78
20160808,47470.08,704.5845323,18529.29,5213.14,2180.89,166.18,1228.72,1081.94,1108.5,19.77
20160809,47495.95,704.0993779,18533.05,5225.48,2181.74,165.72,1224.78,1082.71,1105.5,19.81
20160810,47641.65,708.030286,18495.66,5204.59,2175.49,164.94,1223.8,1082.95,1094,20.13
20160811,47586.33,707.2509525,18613.52,5228.4,2185.79,165.65,1228.28,1086.28,1101,19.98
20160812,47522.57,698.4910058,18576.47,5232.9,2184.05,166.31,1236.76,1092.37,1104.5,19.67
20160815,47522.57,703.8175768,18636.05,5262.02,2190.15,166.31,1236.76,1092.37,1104.5,19.82
20160816,47464.2,697.8627807,18552.02,5227.11,2178.15,164.96,1233.09,1092.9,1093.5,19.85
20160817,48031.29,701.803977,18573.94,5228.66,2182.22,167.47,1253.61,1104.54,1112,19.63
20160818,48100.14,704.070603,18597.7,5240.15,2187.02,167.31,1256.97,1106.24,1110.5,19.72
20160819,48664.31,694.9700195,18552.57,5238.38,2183.87,168.21,1268.23,1116.93,1120,19.3
20160822,48302.81,680.223126,18529.42,5244.6,2182.64,168.59,1269.21,1118.64,1123,18.84
20160823,48126.77,679.4066584,18547.3,5260.08,2186.9,167.98,1267.19,1116.89,1117.5,18.91
20160824,48264.88,669.4544022,18481.48,5217.69,2175.44,168.3,1263.49,1118.75,1122.5,18.55
20160825,47638.37,663.3632871,18448.41,5212.2,2172.47,167.44,1260.81,1110.56,1116.5,18.48
20160826,47538.7,668.0879001,18395.4,5218.92,2169.04,166.9,1259.84,1111.74,1114.8,18.64
20160829,47665.72,677.3347051,18502.99,5232.33,2180.38,167.78,1254.17,1097.81,1123,18.76
20160830,47515.45,667.8489559,18454.3,5222.99,2176.12,167.08,1247.74,1090.41,1118,18.58
20160831,47146.21,669.2867362,18400.88,5213.22,2170.95,167.05,1244.45,1081.08,1118,18.62
20160901,47145.79,680.6420499,18419.3,5227.21,2170.86,167.71,1250.18,1081.04,1122.5,18.86
20160902,47160.7,692.3902455,18491.96,5249.9,2179.98,166.92,1250.48,1077.09,1117,19.28
20160905,47135.54,685.8816532,18491.96,5249.9,2179.98,165.38,1233.8,1070.27,1106.5,19.28
20160906,47317.27,713.5965406,18538.12,5275.91,2186.48,165.4,1234.97,1070.75,1107,20.05
20160907,47368.78,692.7927725,18526.14,5283.93,2186.16,163.52,1226.32,1074.65,1090.5,19.76
20160908,47314.01,687.1474271,18479.91,5259.48,2181.3,163.5,1231.58,1073.13,1091,19.59
20160909,47324.29,685.5717202,18085.45,5125.91,2127.81,165.23,1241.93,1074.15,1106,19.28
20160912,47688.69,679.1026733,18325.07,5211.89,2159.04,166.98,1253.78,1096.66,1117,18.91
20160913,47902.01,683.546707,18066.75,5155.26,2127.02,168.35,1264.44,1100.14,1125.5,18.89
20160914,47902.01,686.8034144,18034.77,5173.77,2125.77,168.35,1264.44,1100.14,1125.5,18.98
20160915,47902.01,686.0797016,18212.48,5249.69,2147.26,168.35,1264.44,1100.14,1125.5,18.96
20160916,47902.01,679.5662868,18123.8,5244.57,2139.16,168.35,1264.44,1100.14,1125.5,18.78
20160919,47390.78,692.346842,18120.17,5235.03,2139.12,168.13,1251.82,1101.77,1121,19.21
20160920,47443.15,691.0604916,18129.96,5241.35,2139.76,167.53,1251.27,1099,1119.5,19.2
20160921,47432.72,706.4812642,18293.7,5295.18,2163.12,167.1,1244.34,1108.3,1116,19.69
20160922,47341.52,708.6668703,18392.46,5339.52,2177.18,164.94,1237.52,1094.11,1101,20.02
20160923,47428.92,699.9873005,18261.45,5305.75,2164.69,165.26,1237.85,1094.52,1103.5,19.73
20160926,47595,695.9885543,18094.83,5257.49,2146.1,166,1246.63,1103.59,1109,19.52
20160927,47202.08,675.1330236,18228.3,5305.71,2159.93,164.56,1232.22,1096,1100,19.09
20160928,46769.63,672.4465092,18339.24,5318.55,2171.37,164.27,1233.51,1092.06,1098.5,19.04
20160929,46736.58,676.1475397,18143.45,5269.15,2151.13,164.77,1233.66,1082.16,1100.5,19.11
20160930,47029.23,679.3627727,18308.15,5312,2168.27,165.34,1233.94,1091.61,1104,19.14
20161003,47029.23,667.2946774,18253.85,5300.87,2161.2,165.34,1233.94,1091.61,1104,18.8
20161004,46669.4,632.0221197,18168.45,5289.66,2150.49,166.02,1239.37,1082.98,1110,17.71
20161005,45555.8,631.4344045,18281.03,5316.02,2159.73,166.44,1249.02,1082.45,1114,17.63
20161006,45291.31,621.2025978,18268.5,5306.85,2160.77,166.63,1249.09,1075.71,1117.5,17.29
20161007,45036.63,621.1667497,18240.49,5292.4,2153.74,166.35,1246.29,1080.13,1115.5,17.32
20161010,45108.51,629.3026508,18329.04,5328.67,2163.66,165.53,1239.49,1074.69,1111.5,17.61
20161011,45396.38,630.9592168,18128.66,5246.79,2136.73,167.06,1245.45,1083.01,1124,17.46
20161012,45415.46,632.8419631,18144.2,5239.02,2139.18,167.69,1242.77,1085.08,1128,17.45
20161013,46016.8,635.5894031,18098.94,5213.33,2132.55,168.42,1252.57,1095.57,1135.5,17.41
20161014,45760.02,633.7410581,18138.38,5214.16,2132.98,168.36,1247.98,1086.98,1133.5,17.39
20161017,45947.61,639.1214815,18086.4,5199.82,2126.5,168.99,1253.12,1095.06,1140.5,17.43
20161018,45757.78,638.4847364,18161.94,5243.84,2139.6,167.32,1239.81,1084.12,1129,17.59
20161019,45653.2,636.174707,18202.62,5246.41,2144.29,166.58,1231.65,1085.18,1123,17.62
20161020,46024.66,634.9365827,18162.35,5241.83,2141.34,167.39,1239.6,1086.87,1128.5,17.5
20161021,46287.99,640.1353545,18145.71,5257.4,2141.16,168.48,1240.67,1099.97,1141,17.45
20161024,46094.68,639.6540582,18223.03,5309.83,2151.33,167.06,1233.89,1090.1,1133,17.56
20161025,46293.16,646.4960535,18169.27,5283.4,2143.16,167.13,1232.28,1084.33,1133.5,17.74
20161026,46492.32,642.1606893,18199.33,5250.27,2139.43,167.42,1240.48,1088.37,1135.5,17.59
20161027,46649.12,647.6184352,18169.68,5215.97,2133.04,168.52,1249.85,1092.55,1144.5,17.6
20161028,46679.9,648.1842879,18161.19,5190.1,2126.41,168.65,1250.94,1088.41,1145.5,17.6
20161031,46905.61,653.791374,18142.42,5189.14,2126.15,168.76,1253.49,1090.22,1145,17.76
20161101,46974.34,675.2095423,18037.1,5153.58,2111.72,168.48,1257.97,1088.45,1142,18.39
20161102,47846.16,686.3227611,17959.64,5105.57,2097.94,169.07,1268.64,1107.29,1144,18.66
20161103,47592.46,675.1378462,17930.67,5058.41,2088.66,168.74,1265.32,1107.72,1142.5,18.38
20161104,47895.04,675.1426688,17888.28,5046.37,2085.18,169.2,1271.24,1112.19,1145,18.34
20161107,47235.7,666.4613307,18259.6,5166.17,2131.52,168.59,1266.24,1094.79,1144,18.12
20161108,46924.07,670.0599611,18332.74,5193.49,2139.56,167.28,1255.02,1085.49,1137,18.33
20161109,48030.82,681.1915058,18589.69,5251.07,2163.26,169.59,1275.05,1114.92,1154,18.36
20161110,47731.59,697.5575096,18807.88,5208.8,2167.48,169.77,1262.44,1085.66,1159,18.72
20161111,47136.63,651.345347,18847.66,5237.11,2164.45,171.27,1268.7,1096.39,1167,17.36
20161114,46214.92,637.1347276,18868.69,5218.4,2164.2,171.33,1264.34,1089.31,1174,16.88
20161115,46069.19,639.511309,18923.06,5275.62,2180.39,170.15,1257.82,1079.93,1168,17.03
20161116,46346.23,638.2670761,18868.14,5294.58,2176.94,170.51,1256.24,1071.31,1174,16.91
20161117,46447.99,633.683026,18903.82,5333.97,2187.12,170.77,1260.44,1076.23,1176,16.76
20161118,45962.64,628.5456621,18867.93,5321.51,2181.9,170.89,1250.86,1069.22,1177,16.61
20161121,46346.65,625.8231389,18956.69,5368.86,2198.18,170.82,1253.57,1065.86,1179,16.51
20161122,46074.84,628.6569036,19023.87,5386.35,2202.94,170.25,1248.62,1060.1,1176.5,16.62
20161123,45795.27,619.5788255,19083.18,5380.68,2204.72,169.57,1248.5,1057.53,1176.5,16.38
20161124,45069.9,621.9486553,19083.18,5380.68,2204.72,169.98,1246.84,1043.7,1181,16.38
20161125,45022.25,623.1340524,19152.14,5398.92,2213.35,169.45,1246.68,1041.8,1177.5,16.46
20161128,44935.02,626.6108316,19097.9,5368.81,2201.72,169.43,1244.38,1042.71,1175.5,16.58
20161129,44752.11,628.5630235,19121.6,5379.92,2204.66,169.52,1241.92,1039.28,1173.5,16.66
